record_id	subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	object_category	mapping_justification	author_id	author_label	reviewer_id	reviewer_label	creator_id	creator_label	license	subject_type	subject_source	subject_source_version	object_source_version	mapping_date	publication_date	comment	replaces
hrim:0EAD5C43	hri-fhir-r5:individual-recorded-sex-or-gender/comment	Person recorded sex or gender.comment@en	hriv:hasExactMeaning	Not	hrio:Document	Document@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is comment text attached to a recorded sex or gender value. Document is the relevant comparison target because it is related in theme, but exact equivalence was rejected because the source is explanatory content rather than a document artifact. No safe exact, broader, or narrower mapping was supported. Created with support from the Mapping Assistant.	
hrim:40E1B76B	hri-fhir-r5:individual-recorded-sex-or-gender/comment	Person recorded sex or gender.comment@en	hriv:hasExactMeaning	Not	hrio:AdministrativeGenderRecognitionDocument	Administrative Gender Recognition Document@en	roleMixin	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is comment text attached to a recorded sex or gender value. Administrative Gender Recognition Document is the relevant comparison target, but exact equivalence was rejected because the source is explanatory content rather than a document artifact. No safe exact, broader, or narrower mapping was supported. Created with support from the Mapping Assistant.	
hrim:591537B7	hri-fhir-r5:individual-recorded-sex-or-gender/gender-element-qualifier	Person recorded sex or gender.genderElementQualifier@en	hriv:hasExactMeaning	Not	hrio:GenderContext	Gender Context@en	type	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a boolean qualifier used with the gender element. Gender Context is the relevant comparison target because both concern how a recorded gender value is qualified, but exact equivalence was rejected because the source is the qualifier itself rather than the broader contextual concept. Created with support from the Mapping Assistant.	
hrim:E05DE82D	hri-fhir-r5:individual-recorded-sex-or-gender/gender-element-qualifier	Person recorded sex or gender.genderElementQualifier@en	hriv:hasExactMeaning	Not	hrio:SexAtBirth	Sex at Birth@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a boolean qualifier that can indicate when the gender element reflects sex at birth. Sex at Birth is the relevant comparison target, but exact equivalence was rejected because the source is the qualifier itself, not the sex-at-birth outcome. Created with support from the Mapping Assistant.	
hrim:88E8FA34	hri-fhir-r5:individual-recorded-sex-or-gender/gender-element-qualifier	Person recorded sex or gender.genderElementQualifier@en	hriv:hasExactMeaning	Not	hrio:AdministrativeGender	Administrative Gender@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a boolean qualifier that can help interpret a recorded gender value. Administrative Gender is the relevant comparison target, but exact equivalence was rejected because the source is the qualifier or provenance flag, not the administrative gender outcome itself. Created with support from the Mapping Assistant.	
hrim:DEE6906A	hri-fhir-r5:individual-recorded-sex-or-gender/gender-element-qualifier	Person recorded sex or gender.genderElementQualifier@en	hriv:hasExactMeaning	Not	hrio:ExternallyAttributedGender	Externally-attributed Gender@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a boolean qualifier that can help interpret a recorded gender value. Externally-attributed Gender is the relevant comparison target, but exact equivalence was rejected because the source is the qualifier or provenance flag, not the attributed gender outcome itself. Created with support from the Mapping Assistant.	
hrim:F120F48A	hri-fhir-r5:individual-recorded-sex-or-gender/source	Person recorded sex or gender.source@en	hriv:hasExactMeaning	Not	hrio:SocialAgent	Social Agent@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field for the source of a recorded sex-or-gender value. Social Agent is the relevant comparison target because some valid sources may be social agents, but exact equivalence was rejected because the source is the provenance field itself, not an agent class. Created with support from the Mapping Assistant.	
hrim:096ECB69	hri-fhir-r5:individual-recorded-sex-or-gender/source	Person recorded sex or gender.source@en	hriv:hasExactMeaning	Not	hrio:Organization	Organization@en	kind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field for the source of a recorded sex-or-gender value. Organization is the relevant comparison target because organizations can be one valid source, but exact equivalence was rejected because the source is the provenance field itself, not an organization. Created with support from the Mapping Assistant.	
hrim:8E185060	hri-fhir-r5:individual-recorded-sex-or-gender/source	Person recorded sex or gender.source@en	hriv:hasExactMeaning	Not	hrio:ArtificialAgent	Artificial Agent@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field for the source of a recorded sex-or-gender value. Artificial Agent is the relevant comparison target because applications or systems can be one valid source, but exact equivalence was rejected because the source is the provenance field itself, not an artificial agent. Created with support from the Mapping Assistant.	
hrim:B4244A2C	hri-fhir-r5:individual-recorded-sex-or-gender/source	Person recorded sex or gender.source@en	hriv:hasExactMeaning	Not	hrio:Document	Document@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field for the source of a recorded sex-or-gender value. Document is the relevant comparison target because documents can be one valid source, but exact equivalence was rejected because the source can also point to non-document sources. Created with support from the Mapping Assistant.	
hrim:1DDDCC1C	hri-fhir-r5:individual-recorded-sex-or-gender/source-document	Person recorded sex or gender.sourceDocument@en	hriv:hasExactMeaning	Not	hrio:Document	Document@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field whose value may be a document reference or a document-type code. Document is the relevant comparison target, but exact equivalence was rejected because the source combines reference and type-code meaning rather than denoting the document artifact itself. Created with support from the Mapping Assistant.	
hrim:807877F8	hri-fhir-r5:individual-recorded-sex-or-gender/source-document	Person recorded sex or gender.sourceDocument@en	hriv:hasExactMeaning	Not	hrio:AdministrativeGenderRecognitionDocument	Administrative Gender Recognition Document@en	roleMixin	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field whose value may be a document reference or a document-type code. Administrative Gender Recognition Document is the relevant comparison target, but exact equivalence was rejected because the target adds administrative gender recognition semantics that are not stated in the source. Created with support from the Mapping Assistant.	
hrim:72DACFEC	hri-fhir-r5:individual-recorded-sex-or-gender/source-document	Person recorded sex or gender.sourceDocument@en	hriv:hasExactMeaning	Not	hrio:LegalGenderRecognitionDocument	Legal Gender Recognition Document@en	roleMixin	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/extensions/5.2.0/StructureDefinition-individual-recordedSexOrGender.html	Person Recorded Sex Or Gender - FHIR Core Extensions Registry v5.2.0 (based on FHIR v5.0.0)	2.1.0	2026-03-13	2026-03-23	The source is a provenance field whose value may be a document reference or a document-type code. Legal Gender Recognition Document is the relevant comparison target, but exact equivalence was rejected because the target adds legal gender recognition semantics that are not stated in the source. Created with support from the Mapping Assistant.	
hrim:7FAEFB6A	hri-fhir-r5:administrative-gender/unknown	unknown (AdministrativeGender)@en	hriv:hasExactMeaning	Not	hrio:AdministrativeGender	Administrative Gender@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/R5/codesystem-administrative-gender.html	AdministrativeGender CodeSystem - FHIR v5.0.0	2.1.0	2026-03-13	2026-03-23	The source is an unknown-value marker within the administrative gender code system. Administrative Gender is the relevant comparison target, but exact equivalence was rejected because the source preserves a not-known value rather than naming a recorded gender designation. Created with support from the Mapping Assistant.	
hrim:51F797D1	hri-fhir-r5:administrative-gender/unknown	unknown (AdministrativeGender)@en	hriv:hasExactMeaning	Not	hrio:AdministrativeMaleGender	Administrative Male Gender@en	role	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/R5/codesystem-administrative-gender.html	AdministrativeGender CodeSystem - FHIR v5.0.0	2.1.0	2026-03-13	2026-03-23	The source means that the administrative gender is unknown. Administrative Male Gender is the relevant comparison target, but exact equivalence was rejected because the target is a concrete male designation and would lose the not-known meaning. Created with support from the Mapping Assistant.	
hrim:EE932C9C	hri-fhir-r5:administrative-gender/unknown	unknown (AdministrativeGender)@en	hriv:hasExactMeaning	Not	hrio:AdministrativeFemaleGender	Administrative Female Gender@en	role	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/R5/codesystem-administrative-gender.html	AdministrativeGender CodeSystem - FHIR v5.0.0	2.1.0	2026-03-13	2026-03-23	The source means that the administrative gender is unknown. Administrative Female Gender is the relevant comparison target, but exact equivalence was rejected because the target is a concrete female designation and would lose the not-known meaning. Created with support from the Mapping Assistant.	
hrim:8E5D0090	hri-fhir-r5:administrative-gender/unknown	unknown (AdministrativeGender)@en	hriv:hasExactMeaning	Not	hrio:AdministrativeNonBinaryGender	Administrative Non-binary Gender@en	role	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://www.hl7.org/fhir/R5/codesystem-administrative-gender.html	AdministrativeGender CodeSystem - FHIR v5.0.0	2.1.0	2026-03-13	2026-03-23	The source means that the administrative gender is unknown. Administrative Non-binary Gender is the relevant comparison target, but exact equivalence was rejected because the target is a concrete non-binary designation and would lose the not-known meaning. Created with support from the Mapping Assistant.	
hrim:9EFA6F70	hri-ga4gh-phenopacket-schema:karyotypicsex	KaryotypicSex@en	hriv:hasBroaderMeaningThan		hrio:KaryotypicSex	Karyotypic Sex@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	KaryotypicSex denotes chromosomal sex for an individual, including human or non-human organisms and values such as unknown or other karyotypes. Karyotypic Sex is the closest narrower HRIO target, and exact equivalence was not used because HRIO scopes this meaning to Person and does not clearly cover the source's full value space. Created with support from the Mapping Assistant.	
hrim:2AC0C919	hri-ga4gh-phenopacket-schema:other_karyotype	OTHER_KARYOTYPE@en	hriv:hasExactMeaning	Not	hrio:KaryotypicSex	Karyotypic Sex@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	OTHER_KARYOTYPE denotes a residual karyotypic-sex value for cases that are none of the listed types. Karyotypic Sex is the closest same-domain comparison target, but exact equivalence was rejected because the target is a general karyotypic-sex class rather than that residual category. Created with support from the Mapping Assistant.	
hrim:CF61816A	hri-ga4gh-phenopacket-schema:other_karyotype	OTHER_KARYOTYPE@en	hriv:hasExactMeaning	Not	hrio:PersonWithVariantSexChromosome	Person with Variant Sex Chromosome@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	OTHER_KARYOTYPE denotes a residual karyotypic-sex value for cases that are none of the listed types. Person with Variant Sex Chromosome is a relevant comparison target because it is close in chromosomal subject matter, but exact equivalence was rejected because the target applies to a person rather than to a karyotypic-sex value. Created with support from the Mapping Assistant.	
hrim:00BCD535	hri-ga4gh-phenopacket-schema:other_karyotype	OTHER_KARYOTYPE@en	hriv:hasExactMeaning	Not	hrio:KaryotypicalIndeterminatePerson	Karyotypical Indeterminate Person@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	OTHER_KARYOTYPE denotes a residual karyotypic-sex value for cases that are none of the listed types. Karyotypical Indeterminate Person is a relevant comparison target because it concerns chromosomal cases outside the usual categories, but exact equivalence was rejected because the target applies to a person and is more specific than the source. Created with support from the Mapping Assistant.	
hrim:18136629	hri-ga4gh-phenopacket-schema:unknown_karyotype	UNKNOWN_KARYOTYPE@en	hriv:hasExactMeaning	Not	hrio:KaryotypicalIndeterminatePerson	Karyotypical Indeterminate Person@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	UNKNOWN_KARYOTYPE denotes an unknown, untyped, or inconclusive karyotype value and may also be the default when nothing is specified. Karyotypical Indeterminate Person is a nearby comparison target, but exact equivalence was rejected because the target applies to a person whose chromosomal pattern is indeterminate, not to an unknown or default value. Created with support from the Mapping Assistant.	
hrim:A674D186	hri-ga4gh-phenopacket-schema:unknown_karyotype	UNKNOWN_KARYOTYPE@en	hriv:hasExactMeaning	Not	hrio:IndeterminateSex	Indeterminate Sex@en	category	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	UNKNOWN_KARYOTYPE denotes an unknown, untyped, or inconclusive karyotype value and may also be the default when nothing is specified. Indeterminate Sex is a relevant comparison target in the same sex-classification area, but exact equivalence was rejected because the target is a positive indeterminate classification rather than an unknown or default value. Created with support from the Mapping Assistant.	
hrim:8F1D80FB	hri-ga4gh-phenopacket-schema:unknown_karyotype	UNKNOWN_KARYOTYPE@en	hriv:hasExactMeaning	Not	hrio:KaryotypicSex	Karyotypic Sex@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	UNKNOWN_KARYOTYPE denotes an unknown, untyped, or inconclusive karyotype value and may also be the default when nothing is specified. Karyotypic Sex is the nearest general comparison target, but exact equivalence was rejected because the source is not a positive karyotypic classification. Created with support from the Mapping Assistant.	
hrim:56A0DF52	obo:NCIT_C17998	UNKNOWN_SEX@en	hriv:hasExactMeaning	Not	hrio:PhenotypicSex	Phenotypic Sex@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/sex.html	GA4GH Phenopacket Schema 2.0.0 — Sex enumeration	2.1.0	2026-03-13	2026-03-23	UNKNOWN_SEX means that the sex value was not assessed or is not available, and Phenotypic Sex is the relevant comparison target because it is the closest HRIO concept in the same phenotypic-sex domain. Exact equivalence was rejected because Phenotypic Sex names an actual sex classification rather than a missing-value state. Created with support from the Mapping Assistant.	
hrim:2C69B880	obo:NCIT_C17998	UNKNOWN_SEX@en	hriv:hasExactMeaning	Not	hrio:SexAtBirth	Sex at Birth@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/sex.html	GA4GH Phenopacket Schema 2.0.0 — Sex enumeration	2.1.0	2026-03-13	2026-03-23	UNKNOWN_SEX means that the sex value was not assessed or is not available, and Sex at Birth is the relevant comparison target because the source context refers to sex determination at birth. Exact equivalence was rejected because Sex at Birth is a formally recorded birth classification rather than a missing-value state. Created with support from the Mapping Assistant.	
hrim:1AD2B86F	obo:NCIT_C17998	UNKNOWN_SEX@en	hriv:hasExactMeaning	Not	hrio:PhenotypicAmbiguousSex	Phenotypic Ambiguous Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/sex.html	GA4GH Phenopacket Schema 2.0.0 — Sex enumeration	2.1.0	2026-03-13	2026-03-23	UNKNOWN_SEX means that the sex value was not assessed or is not available, and Phenotypic Ambiguous Sex is the relevant comparison target because it is another phenotypic-sex classification in the same area. Exact equivalence was rejected because Phenotypic Ambiguous Sex is still a positive classification rather than a missing-value state. Created with support from the Mapping Assistant.	
hrim:3E074F82	hri-ga4gh-phenopacket-schema:xo	XO@en	hriv:hasExactMeaning	Not	hrio:PersonWithVariantSexChromosome	Person with Variant Sex Chromosome@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	XO denotes the karyotypic-sex value single X chromosome only. Person with Variant Sex Chromosome is the closest relevant target because it captures variant sex-chromosome patterns. Exact equivalence was rejected because XO is a value-level chromosomal-sex concept, while Person with Variant Sex Chromosome applies to a person. Created with support from the Mapping Assistant.	
hrim:2B5CA8DA	hri-ga4gh-phenopacket-schema:xo	XO@en	hriv:hasExactMeaning	Not	hrio:KaryotypicSex	Karyotypic Sex@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	XO denotes the karyotypic-sex value single X chromosome only. Karyotypic Sex is relevant because it covers the same chromosomal-sex domain. Exact equivalence was rejected because Karyotypic Sex is broader and structurally incompatible with the XO-specific value. Created with support from the Mapping Assistant.	
hrim:B9AC2A98	hri-ga4gh-phenopacket-schema:xx	XX@en	hriv:hasNarrowerMeaningThan		hrio:KaryotypicFemaleSex	Karyotypic Female Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	XX denotes a specific karyotypic female value within a chromosomal-sex enumeration. Karyotypic Female Sex is the relevant broader HRIO target because it captures female classification by chromosomal composition. Exact equivalence was not used because the source is limited to the specific XX value and no exact XX sex-level target was retrieved. Created with support from the Mapping Assistant.	
hrim:348200B1	hri-ga4gh-phenopacket-schema:xxxx	XXXX@en	hriv:hasExactMeaning	Not	hrio:KaryotypicFemaleSex	Karyotypic Female Sex@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	XXXX denotes the karyotypic-sex value for four X chromosomes. Karyotypic Female Sex is the relevant comparison target because it is close in meaning, but exact equivalence was rejected because the source text does not explicitly classify the configuration as female. Created with support from the Mapping Assistant.	
hrim:9C911E41	hri-ga4gh-phenopacket-schema:xxxx	XXXX@en	hriv:hasExactMeaning	Not	hrio:PersonWithVariantSexChromosome	Person with Variant Sex Chromosome@en	subkind	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos			https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	XXXX denotes the karyotypic-sex value for four X chromosomes. Person with Variant Sex Chromosome is the relevant comparison target because it addresses variant sex-chromosome patterns, but exact equivalence was rejected because that target applies to a person rather than a recorded karyotypic-sex value. Created with support from the Mapping Assistant.	
hrim:98E82361	hri-ga4gh-phenopacket-schema:xxxx	XXXX@en	hriv:hasNarrowerMeaningThan		hrio:KaryotypicSex	Karyotypic Sex@en	mode	semapv:ManualMappingCuration	orcid:0000-0003-2736-7817	Pedro Paulo Favato Barcelos	orcid:0009-0002-3089-9558	Ana Konrad	https://w3id.org/health-ri/semantic-interoperability	Health-RI Semantic Interoperability Initiative	https://creativecommons.org/licenses/by/4.0/		https://phenopacket-schema.readthedocs.io/en/2.0.0/karyotypicsex.html	GA4GH Phenopacket Schema 2.0.0 — KaryotypicSex enumeration	2.1.0	2026-03-13	2026-03-23	XXXX denotes the karyotypic-sex value for four X chromosomes. Karyotypic Sex is the right broader target because HRIO does not contain an exact concept for this specific configuration, so exact equivalence was not used because the source is narrower than Karyotypic Sex. Created with support from the Mapping Assistant.	
